id,cost,understock_units,overstock_units,stockout_rate,demand,arm
FOODS_3_639_CA_1_evaluation,66.0,4.0,46.0,0.16666666666666666,98.0,champion
FOODS_3_649_TX_1_evaluation,30.0,0.0,30.0,0.0,2.0,champion
FOODS_3_654_CA_1_evaluation,279.0,8.0,239.0,0.08333333333333333,479.0,champion
FOODS_3_657_CA_1_evaluation,173.0,0.0,173.0,0.0,203.0,champion
FOODS_3_661_CA_1_evaluation,163.0,17.0,78.0,0.3333333333333333,367.0,champion
FOODS_3_661_TX_1_evaluation,97.0,2.0,87.0,0.08333333333333333,259.0,champion
FOODS_3_673_WI_1_evaluation,46.0,2.0,36.0,0.08333333333333333,74.0,champion
FOODS_3_674_TX_1_evaluation,88.0,4.0,68.0,0.16666666666666666,136.0,champion
FOODS_3_675_TX_1_evaluation,70.0,0.0,70.0,0.0,78.0,champion
FOODS_3_676_TX_1_evaluation,30.0,0.0,30.0,0.0,14.0,champion
FOODS_3_681_CA_1_evaluation,1217.0,0.0,1217.0,0.0,1619.0,champion
FOODS_3_684_WI_1_evaluation,84.0,3.0,69.0,0.08333333333333333,86.0,champion
FOODS_3_685_TX_1_evaluation,90.0,9.0,45.0,0.08333333333333333,84.0,champion
FOODS_3_686_WI_1_evaluation,56.0,4.0,36.0,0.16666666666666666,76.0,champion
FOODS_3_691_CA_1_evaluation,45.0,3.0,30.0,0.08333333333333333,41.0,champion
FOODS_3_703_TX_1_evaluation,45.0,4.0,25.0,0.25,43.0,champion
FOODS_3_708_WI_1_evaluation,136.0,18.0,46.0,0.5,100.0,champion
FOODS_3_712_WI_1_evaluation,66.0,3.0,51.0,0.08333333333333333,100.0,champion
FOODS_3_718_CA_1_evaluation,147.0,11.0,92.0,0.16666666666666666,39.0,champion
FOODS_3_721_WI_1_evaluation,92.0,5.0,67.0,0.16666666666666666,138.0,champion
FOODS_3_731_TX_1_evaluation,92.0,4.0,72.0,0.16666666666666666,140.0,champion
FOODS_3_744_TX_1_evaluation,366.0,0.0,366.0,0.0,254.0,champion
FOODS_3_748_TX_1_evaluation,61.0,1.0,56.0,0.08333333333333333,61.0,champion
FOODS_3_752_CA_1_evaluation,781.0,71.0,426.0,0.16666666666666666,353.0,champion
FOODS_3_759_CA_1_evaluation,133.0,16.0,53.0,0.3333333333333333,163.0,champion
FOODS_3_762_CA_1_evaluation,30.0,2.0,20.0,0.08333333333333333,6.0,champion
FOODS_3_766_CA_1_evaluation,52.0,0.0,52.0,0.0,44.0,champion
FOODS_3_769_TX_1_evaluation,115.0,6.0,85.0,0.16666666666666666,101.0,champion
FOODS_3_770_TX_1_evaluation,68.0,0.0,68.0,0.0,28.0,champion
FOODS_3_771_CA_1_evaluation,156.0,0.0,156.0,0.0,0.0,champion
FOODS_3_774_TX_1_evaluation,66.0,7.0,31.0,0.25,64.0,champion
FOODS_3_778_CA_1_evaluation,47.0,2.0,37.0,0.16666666666666666,33.0,champion
FOODS_3_792_WI_1_evaluation,105.0,8.0,65.0,0.25,207.0,champion
FOODS_3_794_WI_1_evaluation,39.0,1.0,34.0,0.08333333333333333,35.0,champion
FOODS_3_803_CA_1_evaluation,152.0,1.0,147.0,0.08333333333333333,138.0,champion
FOODS_3_807_TX_1_evaluation,226.0,18.0,136.0,0.08333333333333333,206.0,champion
FOODS_3_821_WI_1_evaluation,85.0,8.0,45.0,0.25,43.0,champion
HOBBIES_1_002_WI_1_evaluation,221.0,32.0,61.0,0.3333333333333333,99.0,champion
HOBBIES_1_003_CA_1_evaluation,146.0,20.0,46.0,0.5,58.0,champion
HOBBIES_1_003_WI_1_evaluation,18.0,1.0,13.0,0.08333333333333333,20.0,champion
HOBBIES_1_005_CA_1_evaluation,107.0,9.0,62.0,0.25,95.0,champion
HOBBIES_1_006_CA_1_evaluation,79.0,7.0,44.0,0.08333333333333333,63.0,champion
HOBBIES_1_007_CA_1_evaluation,30.0,4.0,10.0,0.16666666666666666,30.0,champion
HOBBIES_1_007_WI_1_evaluation,43.0,2.0,33.0,0.08333333333333333,45.0,champion
HOBBIES_1_009_CA_1_evaluation,65.0,0.0,65.0,0.0,7.0,champion
HOBBIES_1_009_WI_1_evaluation,81.0,7.0,46.0,0.16666666666666666,69.0,champion
HOBBIES_1_011_CA_1_evaluation,30.0,3.0,15.0,0.08333333333333333,8.0,champion
